SCUOLA_ANONIMO;CLASSE_ANONIMO;STUDENTE_ANONIMO;TIPO_SCUOLA;grado;genere;mese;anno;luogo;regolarità;origine;luogo_padre;luogo_madre;voto_scritto_ita;voto_orale_ita;voto_scritto_mat;voto_orale_mat;codice_orario;Cod_Reg;Areageo_5;WLE_ITA_200;LIVELLI_WLE_ITA;peso_studente;peso_classe;peso_scuola;ESCS_studente
789;583;10829;3;10;1;4;4;1;1;1;2;1;0;5;0;5;3;13;4;167,934697190217;2;23,0625;2,55555555555556;9,02445652173913;,165150711316993
789;583;11515;3;10;2;4;4;1;1;1;1;1;0;6;0;6;3;13;4;147,341379112376;1;23,0625;2,55555555555556;9,02445652173913;-1,0301241386041
789;583;13458;3;10;1;4;4;1;1;1;1;2;0;4;0;6;3;13;4;186,413036868552;3;23,0625;2,55555555555556;9,02445652173913;-1,19234363663542
789;583;13789;3;10;1;5;4;1;1;1;1;1;0;6;0;6;3;13;4;161,432041191065;2;23,0625;2,55555555555556;9,02445652173913;,0105428612181836
789;583;13962;3;10;2;12;4;1;1;1;1;4;0;6;0;5;3;13;4;176,789582169898;2;23,0625;2,55555555555556;9,02445652173913; 
789;583;17083;3;10;1;2;3;1;3;9;9;4;0;6;0;6;3;13;4;152,843471088136;1;23,0625;2,55555555555556;9,02445652173913; 
789;583;17093;3;10;1;8;2;1;3;1;1;4;0;3;0;4;3;13;4;156,614181023141;2;23,0625;2,55555555555556;9,02445652173913;-,145843696837911
789;584;161;3;10;1;5;2;1;3;1;1;1;0;6;0;4;3;13;4;181,679680442648;2;23,0625;2,55555555555556;9,02445652173913;,0454785272272052
789;584;641;3;10;1;12;4;1;1;1;1;1;0;8;0;6;3;13;4;206,894363066276;3;23,0625;2,55555555555556;9,02445652173913;-2,12532686110013
789;584;1153;3;10;1;3;4;1;1;1;1;1;0;7;0;7;3;13;4;168,226947679585;2;23,0625;2,55555555555556;9,02445652173913;-,611445955091623
789;584;4239;3;10;2;7;4;1;1;1;1;1;0;6;0;8;3;13;4;162,645642052298;2;23,0625;2,55555555555556;9,02445652173913; 
789;584;4490;3;10;2;8;4;1;1;1;1;1;0;9;0;9;3;13;4;244,923275069242;4;23,0625;2,55555555555556;9,02445652173913;-,559505221663535
789;584;6829;3;10;1;7;4;1;1;1;1;1;0;6;0;6;3;13;4;190,031419312468;3;23,0625;2,55555555555556;9,02445652173913;-2,08749188843912
789;584;6830;3;10;1;9;4;1;1;1;1;1;66;66;66;66;3;13;4;199,308246728615;3;23,0625;2,55555555555556;9,02445652173913;-1,0301241386041
789;584;7581;3;10;2;7;4;1;1;1;1;1;0;8;0;8;3;13;4;210,903178961265;3;23,0625;2,55555555555556;9,02445652173913;-,887504697237505
789;584;8620;3;10;1;4;4;1;1;1;1;1;0;8;0;7;3;13;4;179,642244284645;2;23,0625;2,55555555555556;9,02445652173913;1,02291069812601
789;584;8621;3;10;1;6;4;1;1;1;1;1;0;6;0;5;3;13;4;162,645642052298;2;23,0625;2,55555555555556;9,02445652173913; 
789;584;16155;3;10;1;9;3;1;3;1;1;1;0;5;0;6;3;13;4;194,729738827907;3;23,0625;2,55555555555556;9,02445652173913;-,576510289082602
789;584;17061;3;10;1;1;3;1;3;1;1;1;0;6;0;5;3;13;4;150,652192637658;1;23,0625;2,55555555555556;9,02445652173913;-,266865088701292
789;584;17074;3;10;2;11;3;1;3;1;1;1;0;7;0;5;3;13;4;167,409975163374;2;23,0625;2,55555555555556;9,02445652173913; 
789;584;17084;3;10;2;7;3;1;3;1;1;1;0;7;0;6;3;13;4;147,74676917592;1;23,0625;2,55555555555556;9,02445652173913; 
789;584;17091;3;10;1;6;3;1;3;1;1;1;0;6;0;5;3;13;4;147,74676917592;1;23,0625;2,55555555555556;9,02445652173913; 
789;584;17565;3;10;2;4;4;1;1;1;1;1;0;7;0;8;3;13;4;204,847922896097;3;23,0625;2,55555555555556;9,02445652173913;-,887504697237505
924;858;1267;3;10;1;3;5;1;1;1;1;1;0;5;0;4;3;19;5;156,982241135124;2;42,2361111111032;2,25;18,7716049382681;-,408135322294296
924;858;3238;3;10;1;5;4;1;1;1;2;1;0;4;0;3;3;19;5;168,226947679585;2;42,2361111111032;2,25;18,7716049382681;,323848961384378
924;858;3370;3;10;1;11;4;1;1;1;1;1;0;6;0;6;3;19;5;210,903178961265;3;42,2361111111032;2,25;18,7716049382681;1,138388978024
924;858;3371;3;10;1;8;4;1;1;1;1;1;0;8;0;5;3;19;5;167,539373302513;2;42,2361111111032;2,25;18,7716049382681;1,44707169416761
924;858;4665;3;10;1;4;5;1;1;1;1;1;0;5;0;4;3;19;5;172,116824292793;2;42,2361111111032;2,25;18,7716049382681;-1,53351925551929
924;858;6487;3;10;1;5;4;1;1;1;1;1;0;7;0;6;3;19;5;181,679680442648;2;42,2361111111032;2,25;18,7716049382681;,977112543918323
924;858;7020;3;10;1;8;4;1;1;1;1;1;0;6;0;6;3;19;5;151,718902945654;1;42,2361111111032;2,25;18,7716049382681;-1,38148958945877
924;858;8843;3;10;1;8;2;4;3;2;4;4;0;3;0;2;3;19;5;105,313904709355;1;42,2361111111032;2,25;18,7716049382681;-,150467080860492
924;858;11025;3;10;1;7;4;1;1;1;1;1;0;5;0;6;3;19;5;103,471668516228;1;42,2361111111032;2,25;18,7716049382681;-,265515880927698
924;858;11590;3;10;1;12;4;1;1;1;1;1;0;8;0;8;3;19;5;210,790862353552;3;42,2361111111032;2,25;18,7716049382681;-,265515880927698
924;858;12771;3;10;1;5;4;1;1;3;4;4;0;4;0;2;3;19;5;147,328115428515;1;42,2361111111032;2,25;18,7716049382681;-,611445955091623
924;858;13803;3;10;1;11;4;1;1;1;1;1;0;4;0;2;3;19;5;191,406437701878;3;42,2361111111032;2,25;18,7716049382681;-,30045154693672
924;858;14708;3;10;1;6;4;1;1;1;1;1;0;5;0;4;3;19;5;163,44197314524;2;42,2361111111032;2,25;18,7716049382681;,324115453411381
924;858;14710;3;10;1;5;4;1;1;1;1;1;0;6;0;3;3;19;5;166,174296907152;2;42,2361111111032;2,25;18,7716049382681;-,128265188793996
924;858;17257;3;10;1;11;3;1;3;1;1;1;0;5;0;4;3;19;5;110,859481991471;1;42,2361111111032;2,25;18,7716049382681;,355123727608516
924;858;17258;3;10;1;4;3;1;3;1;1;1;0;5;0;3;3;19;5;190,83024489265;3;42,2361111111032;2,25;18,7716049382681;,0105428612181836
924;859;188;3;10;1;8;2;1;3;1;1;4;0;4;0;3;3;19;5;149,537983888176;1;42,2361111111032;2,25;18,7716049382681;,0477902192384961
924;859;1268;3;10;1;7;4;1;1;1;1;1;0;5;0;6;3;19;5;131,222096205093;1;42,2361111111032;2,25;18,7716049382681; 
924;859;2669;3;10;1;4;4;1;1;1;1;1;0;5;0;6;3;19;5;156,834676478826;2;42,2361111111032;2,25;18,7716049382681;1,4493833861789
924;859;4136;3;10;1;2;4;2;1;1;1;1;0;6;0;5;3;19;5;188,634609097014;3;42,2361111111032;2,25;18,7716049382681;,0105428612181836
924;859;4640;3;10;1;2;5;1;1;1;1;1;0;3;0;3;3;19;5;162,645642052298;2;42,2361111111032;2,25;18,7716049382681; 
924;859;6375;3;10;1;6;4;1;1;1;1;1;0;6;0;5;3;19;5;185,654824409005;3;42,2361111111032;2,25;18,7716049382681;-,408135322294296
924;859;6376;3;10;1;9;4;1;1;1;1;1;0;6;0;6;3;19;5;132,072063918916;1;42,2361111111032;2,25;18,7716049382681;-,128265188793996
924;859;6747;3;10;1;8;4;1;1;1;1;4;0;5;0;5;3;19;5;190,031419312468;3;42,2361111111032;2,25;18,7716049382681;-1,67731212210153
924;859;6748;3;10;1;1;5;1;1;1;1;1;0;5;0;6;3;19;5;162,645642052298;2;42,2361111111032;2,25;18,7716049382681; 
924;859;6749;3;10;1;12;4;1;1;1;1;1;0;6;0;5;3;19;5;147,74676917592;1;42,2361111111032;2,25;18,7716049382681;,515437677476497
924;859;6750;3;10;1;9;4;1;1;1;1;1;0;6;0;5;3;19;5;167,934697190217;2;42,2361111111032;2,25;18,7716049382681;-,408135322294296
924;859;8297;3;10;1;11;4;1;1;1;1;1;0;5;0;5;3;19;5;194,464642942154;3;42,2361111111032;2,25;18,7716049382681;-,750254005103803
924;859;8298;3;10;1;6;4;1;1;1;1;1;0;6;0;7;3;19;5;176,97196494407;2;42,2361111111032;2,25;18,7716049382681;,0105428612181836
924;859;10956;3;10;1;4;4;1;1;1;1;1;0;5;0;7;3;19;5;187,249905796174;3;42,2361111111032;2,25;18,7716049382681;-,408135322294296
924;859;10957;3;10;1;12;4;1;1;1;1;1;0;5;0;5;3;19;5;129,587574469063;1;42,2361111111032;2,25;18,7716049382681;-1,67076994765299
924;859;10958;3;10;1;2;5;1;1;1;1;1;0;5;0;5;3;19;5;150,652192637658;1;42,2361111111032;2,25;18,7716049382681;-1,04878113134318
924;859;12235;3;10;1;11;4;1;1;1;1;1;0;6;0;7;3;19;5;137,483082504599;1;42,2361111111032;2,25;18,7716049382681;-1,50333804479032
924;859;13907;3;10;1;2;5;1;1;1;1;1;0;5;0;4;3;19;5;161,626914218466;2;42,2361111111032;2,25;18,7716049382681;-1,67076994765299
924;859;14709;3;10;1;5;4;1;1;1;1;1;0;5;0;5;3;19;5;136,98281669981;1;42,2361111111032;2,25;18,7716049382681; 
924;859;17259;3;10;2;2;4;1;1;1;1;1;0;7;0;6;3;19;5;176,789582169898;2;42,2361111111032;2,25;18,7716049382681;,784827835615509
925;860;482;1;10;1;6;4;1;1;1;1;1;6;6;6;7;2;19;5;144,601224343322;1;29,4416666666667;1,13333333333333;25,9779411764706;-1,0301241386041
925;860;483;1;10;1;9;4;1;1;1;1;1;8;8;6;8;2;19;5;273,355245841006;5;29,4416666666667;1,13333333333333;25,9779411764706;-,611445955091623
925;860;484;1;10;1;7;4;1;1;1;1;1;6;6;7;7;2;19;5;173,407659228333;2;29,4416666666667;1,13333333333333;25,9779411764706;-,750254005103803
925;860;3237;1;10;1;6;4;1;1;1;1;1;8;8;7;8;2;19;5;259,562799560051;5;29,4416666666667;1,13333333333333;25,9779411764706;-1,39471120550711
925;860;3723;1;10;1;11;4;1;1;1;1;3;6;7;6;7;2;19;5;137,483082504599;1;29,4416666666667;1,13333333333333;25,9779411764706;1,64027613041323
925;860;5037;1;10;1;1;5;1;1;1;1;1;5;5;4;3;2;19;5;131,222096205093;1;29,4416666666667;1,13333333333333;25,9779411764706;-,426792315033377
925;860;7869;1;10;1;1;5;1;1;1;1;1;6;5;5;5;2;19;5;140,326240687746;1;29,4416666666667;1,13333333333333;25,9779411764706;-,266865088701292
925;860;7870;1;10;2;7;4;1;1;1;1;1;8;8;7;8;2;19;5;237,342915965248;4;29,4416666666667;1,13333333333333;25,9779411764706;-1,70570561366201
925;860;8545;1;10;1;6;4;1;1;1;1;1;7;8;7;7;2;19;5;199,508899994022;3;29,4416666666667;1,13333333333333;25,9779411764706;,473833427460605
925;860;8546;1;10;1;6;4;1;1;1;1;1;6;6;4;5;2;19;5;147,74676917592;1;29,4416666666667;1,13333333333333;25,9779411764706;-,0971409141393923
925;860;10763;1;10;1;3;4;1;1;1;1;1;7;5;5;5;2;19;5;105,313904709355;1;29,4416666666667;1,13333333333333;25,9779411764706;-,887504697237505
925;860;12929;1;10;1;7;4;1;1;1;1;1;5;5;4;4;2;19;5;110,982289024979;1;29,4416666666667;1,13333333333333;25,9779411764706;-,266865088701292
925;860;13667;1;10;1;5;4;1;1;1;1;1;6;6;4;3;2;19;5;156,982241135124;2;29,4416666666667;1,13333333333333;25,9779411764706;,791496419622379
925;860;16045;1;10;1;3;5;1;1;1;1;1;7;7;5;6;2;19;5;175,175892031437;2;29,4416666666667;1,13333333333333;25,9779411764706;-,719129730449199
925;860;16047;1;10;2;4;5;1;1;1;1;1;8;8;7;7;2;19;5;156,951689354554;2;29,4416666666667;1,13333333333333;25,9779411764706;,686124336276094
925;860;16051;1;10;1;8;4;1;1;1;1;1;6;6;4;4;2;19;5;152,124254525151;1;29,4416666666667;1,13333333333333;25,9779411764706;,632798169554993
925;860;16058;1;10;1;5;4;1;1;3;2;2;7;6;5;6;2;19;5;210,628708304805;3;29,4416666666667;1,13333333333333;25,9779411764706;-,887504697237505
925;860;16059;1;10;2;2;4;1;1;1;1;1;6;6;6;5;2;19;5;136,794737556532;1;29,4416666666667;1,13333333333333;25,9779411764706;-1,83108389752097
925;860;16061;1;10;2;3;5;1;1;1;1;1;8;8;7;8;2;19;5;212,336565044187;3;29,4416666666667;1,13333333333333;25,9779411764706;,162839019305702
925;860;16062;1;10;1;12;4;1;1;1;1;1;6;6;4;4;2;19;5;136,98281669981;1;29,4416666666667;1,13333333333333;25,9779411764706; 
925;860;16063;1;10;1;2;5;1;1;1;1;1;6;6;66;6;2;19;5;181,218261488863;2;29,4416666666667;1,13333333333333;25,9779411764706;,550639855865426
925;860;16065;1;10;2;10;4;1;1;1;1;1;8;8;5;5;2;19;5;140,326240687745;1;29,4416666666667;1,13333333333333;25,9779411764706;,476145119471896
925;861;2131;1;10;1;11;4;1;1;1;1;1;6;5;4;4;2;19;5;157,828127828894;2;29,4416666666667;1,13333333333333;25,9779411764706;,963682777765102
925;861;2132;1;10;1;9;4;1;1;1;1;1;6;6;3;3;2;19;5;185,654824409005;3;29,4416666666667;1,13333333333333;25,9779411764706;-1,06124841325871
925;861;3105;1;10;1;1;4;1;1;1;1;1;6;6;3;3;2;19;5;166,680896052029;2;29,4416666666667;1,13333333333333;25,9779411764706;,182729219360907
925;861;3724;1;10;2;12;4;1;1;1;1;1;7;7;4;6;2;19;5;156,982241135124;2;29,4416666666667;1,13333333333333;25,9779411764706;-1,06356010527
925;861;3855;1;10;1;8;4;1;1;1;1;1;7;7;4;6;2;19;5;190,83024489265;3;29,4416666666667;1,13333333333333;25,9779411764706; 
925;861;6317;1;10;2;6;4;1;1;1;1;1;7;8;4;6;2;19;5;182,605726965458;2;29,4416666666667;1,13333333333333;25,9779411764706;-,887504697237505
925;861;7805;1;10;1;7;4;1;1;1;1;1;5;5;5;6;2;19;5;122,081195184201;1;29,4416666666667;1,13333333333333;25,9779411764706;,0806807056161348
925;861;7806;1;10;1;12;4;1;1;1;1;1;7;7;7;7;2;19;5;170,931980146323;2;29,4416666666667;1,13333333333333;25,9779411764706;,791496419622379
925;861;12928;1;10;1;9;4;1;1;1;1;1;6;6;3;4;2;19;5;154,340428502756;2;29,4416666666667;1,13333333333333;25,9779411764706;-,560164988354811
925;861;13305;1;10;1;10;4;1;1;1;1;1;8;8;6;7;2;19;5;181,679680442648;2;29,4416666666667;1,13333333333333;25,9779411764706;,825082877857807
925;861;13306;1;10;1;5;4;1;1;1;1;1;8;8;6;6;2;19;5;195,968944839116;3;29,4416666666667;1,13333333333333;25,9779411764706;-,265515880927698
925;861;16046;1;10;1;1;5;1;1;1;1;1;8;6;4;3;2;19;5;170,712672557661;2;29,4416666666667;1,13333333333333;25,9779411764706;1,88575607819277
925;861;16048;1;10;1;12;4;1;1;1;1;1;5;5;3;5;2;19;5;152,404307182437;1;29,4416666666667;1,13333333333333;25,9779411764706;,493723627515811
925;861;16049;1;10;1;12;4;1;1;1;1;1;6;7;5;6;2;19;5;150,652192637658;1;29,4416666666667;1,13333333333333;25,9779411764706;-,611445955091623
925;861;16050;1;10;1;4;4;1;1;1;1;1;6;7;4;6;2;19;5;131,222096205093;1;29,4416666666667;1,13333333333333;25,9779411764706;1,41579692794348
925;861;16052;1;10;1;7;4;1;1;1;1;1;7;7;4;4;2;19;5;186,706691519733;3;29,4416666666667;1,13333333333333;25,9779411764706;-,266865088701292
925;861;16053;1;10;2;10;4;1;1;1;1;1;7;8;5;7;2;19;5;186,834957592302;3;29,4416666666667;1,13333333333333;25,9779411764706;,977112543918323
925;861;16054;1;10;1;12;4;1;1;1;1;1;8;8;7;8;2;19;5;175,087246106003;2;29,4416666666667;1,13333333333333;25,9779411764706;-,266865088701292
925;861;16055;1;10;1;4;5;1;1;1;1;1;6;6;3;6;2;19;5;96,5756531551831;1;29,4416666666667;1,13333333333333;25,9779411764706;1,56809308603099
925;861;16056;1;10;2;2;5;1;1;1;1;1;8;8;9;8;2;19;5;200,447899459474;3;29,4416666666667;1,13333333333333;25,9779411764706;-,750254005103803
925;861;16057;1;10;1;7;4;1;1;1;1;1;6;7;3;4;2;19;5;161,871477378459;2;29,4416666666667;1,13333333333333;25,9779411764706;1,2769888779313
925;861;16060;1;10;1;4;4;1;1;1;1;1;7;7;4;6;2;19;5;123,780077476137;1;29,4416666666667;1,13333333333333;25,9779411764706;-,148155388849202
925;861;16064;1;10;1;9;4;1;1;1;1;1;7;6;4;5;2;19;5;170,712672557661;2;29,4416666666667;1,13333333333333;25,9779411764706;-1,04878113134318
511;27;627;2;10;2;5;4;1;1;1;1;1;0;7;0;7;3;2;1;215,845783025904;4;36,6114285714286;3,48571428571429;10,5032786885246; 
511;27;628;2;10;2;8;4;1;1;1;1;1;0;7;0;7;3;2;1;186,834957592302;3;36,6114285714286;3,48571428571429;10,5032786885246;,784827835615509
511;27;934;2;10;2;2;4;1;1;1;4;1;0;6;0;7;3;2;1;202,572526266949;3;36,6114285714286;3,48571428571429;10,5032786885246;-,924752055257818
511;27;3682;2;10;2;12;4;1;1;3;3;3;0;6;0;4;3;2;1;189,529872243029;3;36,6114285714286;3,48571428571429;10,5032786885246;-,265515880927698
511;27;5313;2;10;2;10;4;1;1;1;1;1;0;9;0;9;3;2;1;244,923275069242;4;36,6114285714286;3,48571428571429;10,5032786885246;1,32465833823575
511;27;7140;2;10;2;9;4;1;1;1;1;1;0;6;0;6;3;2;1;186,123374136246;3;36,6114285714286;3,48571428571429;10,5032786885246;1,10480251978857
511;27;7900;2;10;2;9;4;1;1;1;1;1;0;7;0;7;3;2;1;190,83024489265;3;36,6114285714286;3,48571428571429;10,5032786885246; 
511;27;10166;2;10;1;3;4;1;1;1;1;1;0;6;0;6;3;2;1;167,409975163374;2;36,6114285714286;3,48571428571429;10,5032786885246; 
511;27;10456;2;10;2;3;4;1;1;1;1;1;0;6;0;5;3;2;1;177,858470283861;2;36,6114285714286;3,48571428571429;10,5032786885246;,180417527349616
511;27;10778;2;10;2;7;4;1;1;1;1;1;0;6;0;6;3;2;1;184,120808273634;2;36,6114285714286;3,48571428571429;10,5032786885246;,162839019305702
511;27;11404;2;10;1;1;4;1;1;1;1;2;0;6;0;8;3;2;1;201,758092523306;3;36,6114285714286;3,48571428571429;10,5032786885246;,355123727608516
511;27;11484;2;10;2;8;4;1;1;1;1;1;0;6;0;9;3;2;1;170,931980146323;2;36,6114285714286;3,48571428571429;10,5032786885246;-,737786723188281
511;27;12394;2;10;2;11;4;3;1;1;1;1;0;7;0;8;3;2;1;241,005311836105;4;36,6114285714286;3,48571428571429;10,5032786885246;-,150467080860492
511;27;12668;2;10;2;7;4;1;1;1;1;1;0;7;0;6;3;2;1;215,845783025904;4;36,6114285714286;3,48571428571429;10,5032786885246; 
511;27;13851;2;10;2;12;3;3;3;2;3;3;0;8;0;8;3;2;1;210,53451999848;3;36,6114285714286;3,48571428571429;10,5032786885246; 
511;27;16213;2;10;1;12;3;1;3;3;4;4;0;6;0;8;3;2;1;230,156530936104;4;36,6114285714286;3,48571428571429;10,5032786885246;-1,0301241386041
511;27;16217;2;10;2;11;2;4;3;2;4;4;0;8;0;8;3;2;1;194,965550953746;3;36,6114285714286;3,48571428571429;10,5032786885246;-1,0301241386041
511;28;3128;2;10;2;8;4;1;1;1;1;1;0;6;0;8;3;2;1;149,428856948944;1;36,6114285714286;3,48571428571429;10,5032786885246;,963682777765102
511;28;3873;2;10;1;9;4;1;1;1;1;1;0;8;0;6;3;2;1;230,156530936104;4;36,6114285714286;3,48571428571429;10,5032786885246;-,611445955091623
511;28;5157;2;10;2;1;4;1;1;1;1;1;0;8;0;8;3;2;1;185,365291639731;3;36,6114285714286;3,48571428571429;10,5032786885246;-,150733572887495
511;28;5158;2;10;2;9;4;1;1;1;1;1;0;7;0;7;3;2;1;225,077908893718;4;36,6114285714286;3,48571428571429;10,5032786885246;,162839019305702
511;28;5311;2;10;2;10;4;1;1;1;1;1;0;9;0;7;3;2;1;221,946264967992;4;36,6114285714286;3,48571428571429;10,5032786885246;-,141486804842332
511;28;6323;2;10;2;8;4;1;1;1;1;1;0;7;0;4;3;2;1;190,83024489265;3;36,6114285714286;3,48571428571429;10,5032786885246; 
511;28;6409;2;10;2;8;4;1;1;1;1;1;0;8;0;8;3;2;1;212,691792729995;3;36,6114285714286;3,48571428571429;10,5032786885246;-,611445955091623
511;28;7124;2;10;2;9;4;1;1;1;1;1;0;7;0;6;3;2;1;181,450899067865;2;36,6114285714286;3,48571428571429;10,5032786885246;,185040911372198
511;28;7901;2;10;1;7;4;1;1;1;1;1;0;8;0;7;3;2;1;205,609560589261;3;36,6114285714286;3,48571428571429;10,5032786885246;-,459149797004105
511;28;8490;2;10;2;6;4;1;1;3;2;2;0;6;0;6;3;2;1;136,98281669981;1;36,6114285714286;3,48571428571429;10,5032786885246; 
511;28;8769;2;10;2;12;4;1;1;1;1;1;0;9;0;10;3;2;1;266,455479244982;5;36,6114285714286;3,48571428571429;10,5032786885246;,321537269373087
511;28;9759;2;10;2;10;4;1;1;1;1;1;0;8;0;6;3;2;1;175,087246106003;2;36,6114285714286;3,48571428571429;10,5032786885246;,669779035548303
511;28;11028;2;10;1;9;4;1;1;1;1;1;0;8;0;8;3;2;1;254,871581047562;5;36,6114285714286;3,48571428571429;10,5032786885246;-,870499629818439
511;28;11029;2;10;2;2;5;1;1;3;4;4;0;7;0;6;3;2;1;170,699390392985;2;36,6114285714286;3,48571428571429;10,5032786885246;-1,19140057270978
511;28;13799;2;10;2;12;4;1;1;1;1;1;0;8;0;4;3;2;1;233,516463558318;4;36,6114285714286;3,48571428571429;10,5032786885246; 
511;28;16212;2;10;2;10;3;1;3;1;1;1;0;7;0;5;3;2;1;166,197152610481;2;36,6114285714286;3,48571428571429;10,5032786885246;-,887504697237505
511;28;16214;2;10;1;1;3;1;3;1;1;2;0;6;0;6;3;2;1;234,579342945372;4;36,6114285714286;3,48571428571429;10,5032786885246;,203094061548
511;28;16218;2;10;2;1;4;2;1;2;2;2;0;7;0;6;3;2;1;152,851573129772;1;36,6114285714286;3,48571428571429;10,5032786885246;-,750254005103803
510;25;234;4;10;2;12;4;1;1;1;1;4;0;6;0;4;3;2;1;221,946264967992;4;57,42;3,2;17,94375;-1,67076994765299
510;25;638;4;10;1;7;4;1;1;1;1;1;0;7;0;9;3;2;1;204,847922896097;3;57,42;3,2;17,94375;-,265515880927698
510;25;10988;4;10;1;10;4;1;1;1;1;1;0;6;0;4;3;2;1;211,050752603534;3;57,42;3,2;17,94375;-,750254005103803
510;25;13841;4;10;1;2;4;1;1;1;1;1;0;7;0;8;3;2;1;199,508899994022;3;57,42;3,2;17,94375;,65500006162149
510;25;15671;4;10;1;12;4;1;1;1;1;1;0;8;0;9;3;2;1;233,516463558318;4;57,42;3,2;17,94375;,482813703478766
510;25;15907;4;10;1;8;4;1;1;1;1;1;0;7;0;6;3;2;1;231,126756089319;4;57,42;3,2;17,94375;-,265515880927698
510;25;16216;4;10;2;2;3;4;3;2;4;4;0;6;0;7;3;2;1;150,262866431412;1;57,42;3,2;17,94375;-2,12438379717449
510;26;36;4;10;2;9;1;4;3;2;4;4;0;5;0;3;3;2;1;128,598158390097;1;57,42;3,2;17,94375;-1,53351925551929
510;26;2873;4;10;1;1;4;1;1;1;1;1;0;6;0;8;3;2;1;170,642151554452;2;57,42;3,2;17,94375;-,720072794374834
510;26;7030;4;10;2;9;4;1;1;1;1;4;0;6;0;8;3;2;1;184,120808273634;2;57,42;3,2;17,94375;-1,19140057270978
510;26;8496;4;10;1;10;4;1;1;1;1;1;0;6;0;7;3;2;1;175,087246106003;2;57,42;3,2;17,94375;-,559505221663535
510;26;9314;4;10;1;4;4;1;1;1;1;1;0;7;0;8;3;2;1;194,464642942154;3;57,42;3,2;17,94375;-,560164988354811
510;26;10986;4;10;1;8;4;1;1;1;1;1;0;6;0;9;3;2;1;219,421017145444;4;57,42;3,2;17,94375;-1,39471120550711
510;26;11452;4;10;2;9;4;1;1;3;4;4;0;6;0;6;3;2;1;152,804962680304;1;57,42;3,2;17,94375;-1,06124841325871
510;26;13345;4;10;2;1;4;1;1;1;1;1;0;7;0;9;3;2;1;227,912951216939;4;57,42;3,2;17,94375;,482813703478766
510;26;13361;4;10;1;5;4;1;1;1;1;1;0;6;0;7;3;2;1;171,408950348368;2;57,42;3,2;17,94375;,493723627515811
510;26;15894;4;10;1;6;4;1;1;1;1;1;0;6;0;6;3;2;1;179,642244284645;2;57,42;3,2;17,94375;,324115453411381
510;26;16215;4;10;2;7;3;1;3;1;1;4;0;5;0;2;3;2;1;161,486416707562;2;57,42;3,2;17,94375;-1,53351925551929
510;26;17436;4;10;2;8;4;1;1;1;1;1;0;6;0;3;3;2;1;139,327668695527;1;57,42;3,2;17,94375;-1,39471120550711
510;26;17439;4;10;2;7;4;1;1;1;1;1;0;6;0;7;3;2;1;166,680896052029;2;57,42;3,2;17,94375;-,128265188793996
512;29;224;1;10;1;3;4;1;1;1;1;1;99;99;99;99;9;2;1;241,005311836105;4;34,3166666666667;4,55;7,54212454212454;,044129319453612
512;29;1825;1;10;1;5;4;1;1;1;1;1;99;99;99;99;9;2;1;210,903178961265;3;34,3166666666667;4,55;7,54212454212454;1,48362308033014
512;29;1826;1;10;2;7;4;1;1;1;1;1;99;99;99;99;9;2;1;243,594090615587;4;34,3166666666667;4,55;7,54212454212454;1,91703084441691
512;29;1827;1;10;1;7;4;1;1;1;1;1;99;99;99;99;9;2;1;216,276966862797;4;34,3166666666667;4,55;7,54212454212454;1,41375172795919
512;29;1828;1;10;1;10;4;1;1;1;1;1;99;99;99;99;9;2;1;205,415339233569;3;34,3166666666667;4,55;7,54212454212454;1,4493833861789
512;29;4493;1;10;1;4;4;1;1;1;1;1;99;99;99;99;9;2;1;210,391002551394;3;34,3166666666667;4,55;7,54212454212454;1,01366393008085
512;29;4494;1;10;1;2;5;1;1;1;1;1;99;99;99;99;9;2;1;222,235045971334;4;34,3166666666667;4,55;7,54212454212454;,674402419570885
512;29;4495;1;10;1;5;4;1;1;1;1;1;99;99;99;99;9;2;1;231,92280358641;4;34,3166666666667;4,55;7,54212454212454;,997118744430997
512;29;4534;1;10;1;7;4;1;1;1;1;1;99;99;99;99;9;2;1;199,308246728615;3;34,3166666666667;4,55;7,54212454212454;1,4493833861789
512;29;6469;1;10;2;3;4;1;1;1;1;1;99;99;99;99;9;2;1;241,807181209348;4;34,3166666666667;4,55;7,54212454212454;,793808111633669
512;29;8497;1;10;1;10;4;1;1;1;1;1;99;99;99;99;9;2;1;212,691792729995;3;34,3166666666667;4,55;7,54212454212454;-,30045154693672
512;29;11450;1;10;2;11;4;1;1;1;1;1;99;99;99;99;9;2;1;196,559273652833;3;34,3166666666667;4,55;7,54212454212454;,514088469702904
512;29;11451;1;10;2;4;4;1;1;1;1;1;99;99;99;99;9;2;1;265,627257032912;5;34,3166666666667;4,55;7,54212454212454;1,10480251978857
512;29;11933;1;10;2;10;4;1;1;1;1;1;99;99;99;99;9;2;1;230,156530936104;4;34,3166666666667;4,55;7,54212454212454;,182729219360907
512;29;11934;1;10;2;11;4;1;1;1;1;1;99;99;99;99;9;2;1;285,626128133382;5;34,3166666666667;4,55;7,54212454212454;,635109861566284
512;29;11935;1;10;2;5;4;1;1;1;1;1;99;99;99;99;9;2;1;229,300331401482;4;34,3166666666667;4,55;7,54212454212454;1,01597562209214
512;29;11985;1;10;2;9;4;1;1;1;1;1;99;99;99;99;9;2;1;259,562799560051;5;34,3166666666667;4,55;7,54212454212454;1,10480251978857
