SCUOLA_ANONIMO;CLASSE_ANONIMO;STUDENTE_ANONIMO;grado;genere;mese;anno;luogo;regolarità;origine;eta;codice_orario;freq_asilo_nido;freq_scuola_materna;luogo_padre;titolo_padre;prof_padre;luogo_madre;titolo_madre;prof_madre;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;B1;B2;pu_it_gr;pu_it_perc;part_1_gr;part_1_perc;part_2_gr;part_2_perc;WLE_ITA_200;peso_studente;peso_classe;peso_scuola;Cod_Reg;Areageo_5
35;56;14567;2;2;12;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;15;93,75;14;100;1;50;217,733747352512;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;11319;2;2;8;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;12;75;12;85,7142857142857;0;0;224,110143361857;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;14565;2;1;4;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;230,955152358498;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;11313;2;2;9;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;15;93,75;14;100;1;50;230,955152358498;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;15132;2;2;10;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;14;87,5;13;92,8571428571429;1;50;231,394502284238;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;13819;2;1;8;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;11333;2;2;1;5;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;11316;2;1;1;5;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;13644;2;2;11;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;11329;2;2;8;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;100;14;100;2;100;297,848914475126;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;8269;2;1;1;5;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;100;14;100;2;100;297,848914475126;38,2464498313701;2,13636363636364;17,9025935380881;12;3
35;56;13643;2;1;12;4;9;1;9;99;9;9;9;9;99;99;9;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;100;14;100;2;100;297,848914475126;38,2464498313701;2,13636363636364;17,9025935380881;12;3
36;57;6801;2;1;7;4;2;1;2;99;2;2;1;4;1;8;4;99;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;3;18,75;3;21,4285714285714;0;0;101,052155793298;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7741;2;2;9;4;1;1;3;77;2;2;1;2;2;99;2;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;18,75;3;21,4285714285714;0;0;101,052155793298;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7765;2;2;10;4;1;1;1;77;2;2;1;1;4;8;1;4;2;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;7;43,75;6;42,8571428571429;1;50;147,679498802865;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7750;2;1;11;4;1;1;1;77;2;2;1;1;4;8;1;7;4;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;10;62,5;10;71,4285714285714;0;0;178,289782278311;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;12817;2;1;7;4;1;1;1;77;2;1;1;1;4;6;1;7;7;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;12;75;10;71,4285714285714;2;100;201,252987619882;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7745;2;2;3;4;1;1;3;77;2;2;1;2;2;8;2;4;2;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;12;75;12;85,7142857142857;0;0;201,252987619882;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7747;2;1;9;4;1;1;1;77;2;1;1;1;7;7;1;4;2;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;12;75;12;85,7142857142857;0;0;201,252987619882;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7748;2;2;7;4;1;1;1;77;2;2;1;1;4;8;9;99;99;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;556;2;2;1;4;1;1;3;77;2;1;1;3;7;7;3;7;7;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7210;2;2;6;4;1;1;1;77;2;1;1;1;2;4;1;2;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;13;81,25;12;85,7142857142857;1;50;214,868940087507;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;12690;2;2;12;4;1;1;1;77;2;2;1;1;2;8;3;4;2;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7749;2;1;7;4;1;1;1;77;2;2;1;1;4;7;1;4;7;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;14;87,5;12;85,7142857142857;2;100;231,394502284238;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;14034;2;2;10;4;1;1;1;77;2;2;1;1;8;5;1;7;7;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;14;87,5;12;85,7142857142857;2;100;231,394502284238;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;7746;2;2;8;4;1;1;1;77;2;2;1;1;8;7;1;4;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;14;87,5;13;92,8571428571429;1;50;231,394502284238;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;11306;2;2;5;4;1;1;1;77;2;2;1;1;8;5;1;4;7;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;57;12816;2;2;6;4;1;1;1;77;2;2;1;1;4;7;1;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7211;2;1;3;4;1;1;1;77;4;1;1;1;2;8;1;3;99;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;3;18,75;3;21,4285714285714;0;0;101,052155793298;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;13645;2;2;12;4;1;1;3;77;4;1;1;2;2;8;2;2;8;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;5;31,25;5;35,7142857142857;0;0;126,460773606209;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;14177;2;1;6;4;1;1;1;77;4;2;1;1;99;1;1;99;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;5;31,25;5;35,7142857142857;0;0;126,460773606209;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12781;2;2;12;4;1;1;1;77;4;2;1;1;7;7;1;7;7;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;5;31,25;4;28,5714285714286;1;50;126,460773606209;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7743;2;1;10;4;1;1;1;77;4;2;2;1;99;6;1;99;7;0;0;0;1;1;1;0;1;0;1;0;0;0;0;1;0;6;37,5;5;35,7142857142857;1;50;137,347269234437;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12606;2;1;10;4;1;1;1;77;4;1;1;1;7;5;1;4;2;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;6;37,5;6;42,8571428571429;0;0;137,347269234437;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;3247;2;2;12;4;1;1;1;77;4;1;1;1;4;7;1;4;7;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;6;37,5;6;42,8571428571429;0;0;137,347269234437;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;13647;2;1;8;4;1;1;1;77;4;2;1;1;8;3;4;8;7;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;6;37,5;6;42,8571428571429;0;0;137,347269234437;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7742;2;1;1;4;1;1;1;77;4;2;1;1;4;1;1;2;8;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;7;43,75;7;50;0;0;147,679498802865;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;13648;2;2;10;4;1;1;1;77;4;1;1;1;4;1;1;1;8;1;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;7;43,75;6;42,8571428571429;1;50;147,679498802865;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7744;2;2;10;4;1;1;3;77;4;2;1;2;4;8;2;4;8;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;0;9;56,25;8;57,1428571428571;1;50;167,888403391202;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12786;2;1;4;4;1;1;1;77;4;2;1;1;4;7;1;4;7;1;1;0;1;1;1;0;1;0;1;0;1;0;0;1;0;9;56,25;8;57,1428571428571;1;50;167,888403391202;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7764;2;1;1;4;1;1;1;77;4;2;1;1;3;99;1;3;99;1;1;0;0;1;1;1;1;0;1;0;0;0;1;1;1;10;62,5;8;57,1428571428571;2;100;178,289782278311;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7212;2;1;6;4;1;1;1;77;4;2;1;1;4;7;1;4;6;1;1;1;0;1;0;1;0;1;1;0;0;1;0;1;1;10;62,5;8;57,1428571428571;2;100;178,289782278311;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12688;2;2;8;4;1;1;1;77;4;1;1;1;4;5;1;4;7;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;11;68,75;9;64,2857142857143;2;100;189,276121735284;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7213;2;2;10;4;1;1;1;77;4;1;1;1;2;6;1;2;8;1;1;0;1;1;1;0;1;1;1;0;1;1;0;1;0;11;68,75;10;71,4285714285714;1;50;189,276121735284;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12782;2;1;12;4;1;1;1;77;4;2;1;1;7;7;1;7;7;1;1;0;1;1;1;0;1;1;0;1;1;1;0;1;1;12;75;10;71,4285714285714;2;100;201,252987619882;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12712;2;1;12;3;1;3;3;77;4;2;1;2;99;99;2;99;99;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;12;75;11;78,5714285714286;1;50;201,252987619882;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12793;2;1;11;4;1;1;3;77;4;1;1;9;7;5;3;7;5;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;13;81,25;12;85,7142857142857;1;50;214,868940087507;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12689;2;2;10;4;1;1;1;77;4;2;1;1;2;8;1;7;99;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;14;87,5;13;92,8571428571429;1;50;231,394502284238;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;7661;2;1;2;4;1;1;1;77;4;1;1;1;4;7;1;4;7;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;14;87,5;12;85,7142857142857;2;100;231,394502284238;35,0985057523044;3,92105263157895;8,95129676904407;12;3
36;58;12794;2;2;8;4;1;1;3;77;4;2;1;3;2;8;3;2;2;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;14;87,5;12;85,7142857142857;2;100;231,394502284238;35,0985057523044;3,92105263157895;8,95129676904407;12;3
37;59;10884;2;2;12;4;1;1;1;77;4;2;1;1;2;1;1;2;99;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;5;31,25;5;35,7142857142857;0;0;126,460773606209;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;10885;2;2;5;4;1;1;1;77;4;2;1;1;8;3;1;8;7;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;6;37,5;5;35,7142857142857;1;50;137,347269234437;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;4116;2;2;12;4;1;1;1;77;4;2;1;1;4;7;1;4;7;1;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;9;56,25;9;64,2857142857143;0;0;167,888403391202;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;10887;2;2;3;4;1;1;1;77;4;2;1;1;99;99;1;1;2;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;9;56,25;8;57,1428571428571;1;50;167,888403391202;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;592;2;1;5;4;1;1;1;77;4;1;1;1;4;8;1;7;99;1;1;0;0;1;1;1;1;0;1;0;1;0;0;1;0;9;56,25;8;57,1428571428571;1;50;167,888403391202;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;1248;2;2;4;4;1;1;1;77;4;1;1;1;99;99;1;99;99;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;9;56,25;9;64,2857142857143;0;0;167,888403391202;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;11082;2;2;10;4;1;1;1;77;4;1;1;1;4;8;1;8;6;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;9;56,25;8;57,1428571428571;1;50;167,888403391202;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;1274;2;2;3;4;1;1;1;77;4;2;1;1;5;6;1;4;7;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;10;62,5;9;64,2857142857143;1;50;178,289782278311;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;10883;2;2;7;4;1;1;1;77;4;2;1;1;2;8;1;3;2;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;11;68,75;10;71,4285714285714;1;50;189,276121735284;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;13466;2;2;5;4;1;1;1;77;4;1;1;1;4;6;1;2;6;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;12;75;12;85,7142857142857;0;0;201,252987619882;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;1592;2;2;2;4;1;1;1;77;4;1;1;1;4;8;1;7;5;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;780;2;1;3;4;1;1;1;77;4;2;1;1;8;5;1;3;8;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;13;81,25;12;85,7142857142857;1;50;214,868940087507;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;11079;2;1;11;4;1;1;1;77;4;2;1;1;4;6;4;3;4;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;13;81,25;12;85,7142857142857;1;50;214,868940087507;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;11080;2;1;8;4;1;1;1;77;4;1;1;1;2;8;1;3;8;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;14;87,5;12;85,7142857142857;2;100;231,394502284238;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;11072;2;2;9;4;1;1;1;77;4;1;1;1;3;8;1;8;7;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;14;87,5;12;85,7142857142857;2;100;231,394502284238;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;2385;2;2;12;4;1;1;1;77;4;1;1;1;8;7;1;8;7;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;11081;2;1;5;4;1;1;1;77;4;1;1;1;4;7;1;8;5;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;2387;2;1;7;4;1;1;1;77;4;1;1;1;8;5;1;8;7;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;10881;2;2;7;4;1;1;1;77;4;1;1;1;3;5;1;4;6;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;59;10876;2;2;8;4;1;1;1;77;4;1;1;1;8;7;1;7;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;11106;2;2;7;4;4;1;2;1;2;1;1;4;99;99;4;99;99;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;25;4;28,5714285714286;0;0;114,59039593795;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;14795;2;2;11;4;4;1;2;99;2;9;9;4;99;99;4;99;99;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;25;3;21,4285714285714;1;50;114,59039593795;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;10875;2;2;5;4;1;1;1;77;2;2;1;1;4;6;1;3;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;5;31,25;5;35,7142857142857;0;0;126,460773606209;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;1236;2;2;1;4;1;1;1;77;2;1;1;1;1;6;1;4;2;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;6;37,5;6;42,8571428571429;0;0;137,347269234437;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;1249;2;2;1;4;1;1;1;77;2;2;1;1;4;8;1;3;2;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;7;43,75;7;50;0;0;147,679498802865;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;10878;2;2;8;4;1;1;1;77;2;2;1;1;4;8;1;4;8;1;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;8;50;7;50;1;50;157,772625042692;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;2386;2;2;12;4;1;1;1;77;2;1;1;1;4;5;1;8;7;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;10;62,5;10;71,4285714285714;0;0;178,289782278311;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;10882;2;2;8;4;1;1;1;77;2;2;1;1;2;8;1;7;5;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;10;62,5;9;64,2857142857143;1;50;178,289782278311;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;1245;2;1;2;4;1;1;1;77;2;2;1;3;4;8;1;4;6;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10;62,5;10;71,4285714285714;0;0;178,289782278311;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;13449;2;1;9;4;1;1;1;77;2;1;1;1;4;7;1;10;6;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;11;68,75;11;78,5714285714286;0;0;189,276121735284;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;10888;2;1;6;4;1;1;1;77;2;2;1;1;4;3;1;5;7;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;11;68,75;11;78,5714285714286;0;0;189,276121735284;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;1247;2;2;1;4;1;1;1;77;2;2;1;1;99;99;1;4;8;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;12;75;11;78,5714285714286;1;50;201,252987619882;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;590;2;1;12;4;1;1;1;77;2;2;1;1;8;5;1;7;2;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;12;75;10;71,4285714285714;2;100;201,252987619882;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;12008;2;2;2;4;1;1;1;77;2;1;1;1;3;8;1;4;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;12;75;10;71,4285714285714;2;100;201,252987619882;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;13214;2;1;7;4;1;1;3;77;2;1;1;9;99;99;3;2;2;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;1275;2;1;1;4;1;1;1;77;2;1;1;1;4;5;1;8;7;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;14;87,5;13;92,8571428571429;1;50;231,394502284238;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;10879;2;1;7;4;1;1;1;77;2;2;1;1;4;7;1;4;8;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;1130;2;1;2;4;1;1;1;77;2;2;1;1;4;6;1;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
37;60;10880;2;2;10;4;1;1;1;77;2;2;1;1;4;8;1;8;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;11,5738708489101;3,33333333333333;3,47216125467302;13;4
38;61;2843;2;1;11;4;1;1;1;77;3;1;1;1;7;3;1;7;1;1;1;0;1;0;0;0;0;1;0;1;1;0;0;1;1;8;50;6;42,8571428571429;2;100;157,772625042692;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8945;2;2;11;4;1;1;1;77;3;2;1;1;8;5;1;8;5;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;8;50;7;50;1;50;157,772625042692;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;11959;2;2;8;4;1;1;1;77;3;2;1;1;8;3;1;4;2;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;9;56,25;9;64,2857142857143;0;0;167,888403391202;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;13510;2;2;2;5;1;1;1;77;3;1;1;1;4;4;1;7;7;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;0;10;62,5;9;64,2857142857143;1;50;178,289782278311;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8944;2;1;11;4;1;1;1;77;3;2;1;1;8;5;1;8;5;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;11;68,75;10;71,4285714285714;1;50;189,276121735284;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;13509;2;1;1;5;1;1;1;77;3;1;1;1;8;5;1;99;99;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;11960;2;2;6;4;1;1;1;77;3;1;1;1;8;3;1;11;5;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;13320;2;1;5;4;1;1;1;77;3;1;1;1;8;7;1;8;7;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;13;81,25;12;85,7142857142857;1;50;214,868940087507;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;2156;2;1;6;4;1;1;1;77;3;2;1;9;8;3;1;8;3;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8949;2;1;10;4;1;1;1;77;3;2;1;1;7;5;1;4;7;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;13;81,25;11;78,5714285714286;2;100;214,868940087507;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;15372;2;2;12;3;2;3;2;7;3;1;1;2;9;5;2;9;99;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;14;87,5;13;92,8571428571429;1;50;231,394502284238;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8941;2;2;6;4;1;1;1;77;3;1;1;1;11;5;1;7;7;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8940;2;2;1;5;1;1;1;77;3;2;1;1;8;5;1;8;5;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;15;93,75;13;92,8571428571429;2;100;254,059981399511;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8939;2;2;10;4;1;1;1;77;3;1;1;1;10;5;1;10;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;100;14;100;2;100;297,848914475126;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;615;2;1;2;4;1;1;1;77;3;1;1;1;8;5;1;8;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;100;14;100;2;100;297,848914475126;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8460;2;1;7;4;1;1;1;77;3;1;1;1;9;5;1;8;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;100;14;100;2;100;297,848914475126;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;61;8947;2;2;1;5;1;1;1;77;3;1;1;1;8;7;1;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;100;14;100;2;100;297,848914475126;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;62;7706;2;1;11;4;1;1;1;77;3;1;1;1;8;3;1;8;3;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;7;43,75;6;42,8571428571429;1;50;147,679498802865;10,6446543607547;1,05714285714286;10,0692676385518;13;4
38;62;8938;2;1;4;5;1;1;1;77;3;1;1;1;8;7;1;8;7;1;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;10;62,5;9;64,2857142857143;1;50;178,289782278311;10,6446543607547;1,05714285714286;10,0692676385518;13;4
